CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
17088,2011-11-11 14:23:00,27,4,1991.01,4,4,4,444,Loyal
17090,2011-12-05 13:44:00,3,7,1974.65,5,5,4,554,Champion
17091,2011-12-07 10:43:00,2,9,3827.76,5,5,5,555,Champion
17092,2011-10-20 19:51:00,49,4,1774.03,3,4,4,344,Loyal
17094,2011-01-21 13:09:00,321,1,302.0,1,2,2,122,At Risk
17095,2011-11-17 12:21:00,22,3,1324.16,4,4,4,444,Loyal
17096,2011-11-24 15:01:00,14,4,1022.13,4,4,4,444,Loyal
17097,2011-12-07 17:05:00,1,8,954.42,5,5,4,554,Champion
17100,2011-11-21 16:36:00,17,2,971.74,4,3,4,434,Potential Loyal
17101,2011-11-29 13:57:00,9,4,1621.73,5,4,4,544,Loyal
17102,2011-03-23 10:08:00,261,1,25.5,1,2,1,121,At Risk
17105,2011-07-03 15:53:00,158,2,665.78,2,3,3,233,At Risk
17107,2011-11-06 14:14:00,32,6,10797.48,4,5,5,455,Loyal
17109,2011-11-10 16:59:00,28,6,881.29,4,5,3,453,Loyal
17110,2011-06-27 12:58:00,164,1,163.29999999999998,2,2,1,221,At Risk
17111,2011-10-23 15:59:00,46,1,231.61,3,2,1,321,Potential Loyal
17114,2011-12-04 12:17:00,5,8,801.12,5,5,3,553,Champion
17115,2011-12-01 14:30:00,7,3,837.5,5,4,3,543,Loyal
17117,2011-02-24 13:54:00,287,1,116.2,1,2,1,121,At Risk
17118,2011-01-26 12:19:00,317,1,157.02,1,2,1,121,At Risk
17119,2011-12-06 14:40:00,2,2,606.91,5,3,3,533,Potential Loyal
17120,2011-04-20 15:21:00,232,1,307.46,1,2,2,122,At Risk
17122,2011-08-12 14:33:00,118,1,138.32,2,2,1,221,At Risk
17123,2011-07-01 10:47:00,161,1,345.3,2,2,2,222,At Risk
17124,2011-06-07 14:02:00,184,1,294.24,1,2,2,122,At Risk
17125,2011-10-20 14:41:00,49,1,230.5,3,2,1,321,Potential Loyal
17126,2011-07-10 13:52:00,151,5,989.45,2,4,4,244,At Risk
17128,2011-01-09 12:02:00,334,1,157.09,1,2,1,121,At Risk
17131,2011-12-04 12:52:00,4,5,2463.17,5,4,5,545,Loyal
17133,2011-11-24 12:27:00,15,7,4892.240000000001,4,5,5,455,Loyal
17134,2011-08-25 09:53:00,106,2,413.2,2,3,2,232,At Risk
17135,2011-11-23 16:48:00,15,7,1139.73,4,5,4,454,Loyal
17138,2011-03-09 11:54:00,275,1,380.5,1,2,2,122,At Risk
17139,2011-11-24 10:12:00,15,12,10650.77,4,5,5,455,Loyal
17140,2011-04-06 13:33:00,246,1,454.12,1,2,2,122,At Risk
17142,2011-04-14 18:22:00,238,1,579.0,1,2,3,123,At Risk
17144,2011-12-08 17:57:00,0,2,984.57,5,3,4,534,Potential Loyal
17146,2011-08-26 12:44:00,105,3,749.78,2,4,3,243,At Risk
17147,2011-11-17 12:32:00,22,4,1714.59,4,4,4,444,Loyal
17148,2011-10-19 09:59:00,51,1,124.88,3,2,1,321,Potential Loyal
17152,2011-05-29 12:19:00,194,3,1689.5,1,4,4,144,At Risk
17153,2011-11-15 13:42:00,23,1,213.78,4,2,1,421,Potential Loyal
17154,2011-09-25 13:42:00,74,1,329.34,2,2,2,222,At Risk
17155,2011-11-22 12:38:00,17,2,251.7,4,3,2,432,Potential Loyal
17157,2011-12-02 09:10:00,7,2,319.0,5,3,2,532,Potential Loyal
17158,2011-11-07 15:15:00,31,3,1266.97,4,4,4,444,Loyal
17159,2011-11-18 10:52:00,21,3,1538.88,4,4,4,444,Loyal
17160,2011-11-08 14:05:00,30,6,3518.03,4,5,5,455,Loyal
17162,2011-11-11 11:34:00,28,10,1715.46,4,5,4,454,Loyal
17163,2011-11-18 08:57:00,21,2,293.1,4,3,2,432,Potential Loyal
17164,2011-11-07 09:14:00,32,7,2467.35,4,5,5,455,Loyal
17165,2011-02-28 16:39:00,283,1,158.68,1,2,1,121,At Risk
17166,2011-11-01 09:46:00,38,2,206.34,3,3,1,331,Loyal
17169,2011-10-13 10:25:00,57,2,835.78,3,3,3,333,Loyal
17171,2011-02-23 16:37:00,288,1,224.91,1,2,1,121,At Risk
17172,2011-09-22 09:36:00,78,1,317.76,2,2,2,222,At Risk
17173,2011-12-04 14:40:00,4,8,3766.6,5,5,5,555,Champion
17174,2011-05-06 11:47:00,217,1,59.9,1,2,1,121,At Risk
17175,2011-10-26 15:31:00,43,4,1443.69,3,4,4,344,Loyal
17176,2011-05-22 12:41:00,201,1,306.13,1,2,2,122,At Risk
17179,2011-06-14 16:48:00,177,3,711.79,2,4,3,243,At Risk
17180,2011-10-14 15:46:00,55,4,783.97,3,4,3,343,Loyal
17181,2011-10-13 14:48:00,56,2,239.92000000000002,3,3,1,331,Loyal
17183,2011-12-02 10:07:00,7,6,3347.31,5,5,5,555,Champion
17186,2011-10-24 10:20:00,46,2,144.0,3,3,1,331,Loyal
17187,2011-04-27 12:39:00,226,1,203.95,1,2,1,121,At Risk
17188,2011-11-28 13:53:00,10,7,2474.23,5,5,5,555,Champion
17189,2011-08-25 19:39:00,105,2,383.75,2,3,2,232,At Risk
17190,2011-10-12 11:33:00,58,2,444.74,3,3,2,332,Loyal
17191,2011-11-11 16:58:00,27,7,2093.68,4,5,5,455,Loyal
17193,2011-11-04 12:47:00,35,7,1699.3,3,5,4,354,Loyal
17194,2011-03-11 12:05:00,273,2,262.62,1,3,2,132,At Risk
17197,2011-11-10 10:32:00,29,1,1013.01,4,2,4,424,Potential Loyal
17198,2011-11-16 10:39:00,23,3,692.22,4,4,3,443,Loyal
17201,2011-10-17 11:55:00,53,1,289.78000000000003,3,2,2,322,Potential Loyal
17203,2011-11-04 12:27:00,35,6,3560.08,3,5,5,355,Loyal
17204,2011-06-17 14:46:00,174,4,1564.56,2,4,4,244,At Risk
17205,2011-10-17 12:46:00,53,1,384.08,3,2,2,322,Potential Loyal
17206,2011-10-17 13:25:00,52,1,204.24,3,2,1,321,Potential Loyal
17211,2011-11-13 12:03:00,26,8,2317.2200000000003,4,5,5,455,Loyal
17212,2011-03-31 19:42:00,252,1,226.85,1,2,1,121,At Risk
17213,2011-10-30 14:53:00,39,7,2781.23,3,5,5,355,Loyal
17214,2011-10-10 13:17:00,59,6,1059.1200000000001,3,5,4,354,Loyal
17217,2011-04-19 17:19:00,233,1,113.5,1,2,1,121,At Risk
17218,2011-12-05 13:52:00,3,10,1951.97,5,5,4,554,Champion
17219,2011-11-08 11:25:00,31,1,114.23,4,2,1,421,Potential Loyal
17220,2011-11-15 13:47:00,23,14,3187.55,4,5,5,455,Loyal
17221,2011-12-02 13:35:00,6,2,334.48,5,3,2,532,Potential Loyal
17222,2011-10-05 13:58:00,64,1,328.65,3,2,2,322,Potential Loyal
17223,2011-02-02 15:57:00,309,2,416.89,1,3,2,132,At Risk
17226,2011-02-04 11:52:00,308,1,393.49,1,2,2,122,At Risk
17227,2011-11-21 10:51:00,18,6,939.32,4,5,4,454,Loyal
17228,2011-11-24 10:24:00,15,8,1906.09,4,5,4,454,Loyal
17229,2011-09-04 13:56:00,95,2,318.76,2,3,2,232,At Risk
17230,2011-03-20 16:12:00,263,8,3638.41,1,5,5,155,At Risk
17231,2011-11-27 15:18:00,11,10,3124.72,5,5,5,555,Champion
17232,2011-12-07 12:21:00,2,2,417.77,5,3,2,532,Potential Loyal
17233,2011-11-04 14:06:00,34,1,190.88,3,2,1,321,Potential Loyal
17234,2011-06-10 11:20:00,182,1,149.89,1,2,1,121,At Risk
17235,2011-11-14 15:51:00,24,2,550.0600000000001,4,3,3,433,Potential Loyal
17236,2011-11-27 12:00:00,12,6,916.13,5,5,3,553,Champion
17237,2011-11-28 15:02:00,10,2,314.69,5,3,2,532,Potential Loyal
17238,2011-12-07 11:35:00,2,17,3719.1,5,5,5,555,Champion
17239,2011-01-31 09:41:00,312,1,382.5,1,2,2,122,At Risk
17242,2011-08-23 14:55:00,107,2,1135.04,2,3,4,234,At Risk
17243,2011-12-08 13:26:00,0,26,8540.05,5,5,5,555,Champion
17244,2011-10-17 15:19:00,52,1,954.9,3,2,4,324,Potential Loyal
17245,2011-05-19 10:43:00,204,1,171.45000000000002,1,2,1,121,At Risk
17247,2011-11-24 15:21:00,14,1,280.09000000000003,4,2,2,422,Potential Loyal
17248,2011-08-11 13:34:00,119,1,318.65,2,2,2,222,At Risk
17250,2011-12-06 12:15:00,3,2,381.97,5,3,2,532,Potential Loyal
17251,2010-12-12 11:06:00,362,1,269.83,1,2,2,122,At Risk
17252,2011-08-15 09:45:00,116,2,348.90999999999997,2,3,2,232,At Risk
17253,2011-11-21 12:59:00,17,1,178.26,4,2,1,421,Potential Loyal
17254,2011-12-05 12:46:00,4,2,271.19,5,3,2,532,Potential Loyal
17255,2011-10-30 12:18:00,40,2,291.48,3,3,2,332,Loyal
17256,2011-08-24 13:30:00,106,2,240.0,2,3,1,231,At Risk
17259,2011-07-14 15:01:00,147,2,581.23,2,3,3,233,At Risk
17262,2011-10-18 12:56:00,51,5,1253.3600000000001,3,4,4,344,Loyal
17263,2011-05-15 14:32:00,207,1,63.440000000000005,1,2,1,121,At Risk
17265,2011-07-24 10:49:00,138,2,550.01,2,3,3,233,At Risk
17266,2011-12-07 14:12:00,1,3,296.58,5,4,2,542,Loyal
17267,2011-08-04 17:22:00,126,2,317.2,2,3,2,232,At Risk
17268,2011-08-24 10:06:00,107,4,763.64,2,4,3,243,At Risk
17272,2011-10-28 16:37:00,41,4,2148.63,3,4,5,345,Loyal
17274,2011-11-04 13:16:00,34,1,107.82,3,2,1,321,Potential Loyal
17277,2011-04-26 12:47:00,227,2,1065.3500000000001,1,3,4,134,At Risk
17278,2011-04-12 13:10:00,240,1,246.04000000000002,1,2,1,121,At Risk
17279,2011-10-13 11:58:00,57,1,187.82999999999998,3,2,1,321,Potential Loyal
17282,2011-08-01 14:29:00,129,3,1685.46,2,4,4,244,At Risk
17284,2011-10-10 14:38:00,59,6,1647.48,3,5,4,354,Loyal
17286,2011-11-18 12:47:00,21,1,151.37,4,2,1,421,Potential Loyal
17287,2011-11-13 13:27:00,25,7,1049.06,4,5,4,454,Loyal
17288,2011-11-30 16:09:00,8,7,1417.6299999999999,5,5,4,554,Champion
17289,2011-11-08 12:01:00,31,3,931.02,4,4,3,443,Loyal
17290,2011-12-06 12:38:00,3,2,513.01,5,3,3,533,Potential Loyal
17291,2011-02-04 13:04:00,307,1,550.8000000000001,1,2,3,123,At Risk
17293,2011-12-01 14:37:00,7,9,1854.06,5,5,4,554,Champion
17295,2011-11-11 10:49:00,28,3,547.0,4,4,3,443,Loyal
17297,2011-11-22 14:43:00,16,1,128.18,4,2,1,421,Potential Loyal
17298,2011-08-30 16:43:00,100,2,498.42,2,3,3,233,At Risk
17299,2011-11-28 12:01:00,11,4,656.61,5,4,3,543,Loyal
17301,2011-11-18 13:43:00,20,1,163.24,4,2,1,421,Potential Loyal
17302,2011-11-25 09:36:00,14,5,1135.63,4,4,4,444,Loyal
17303,2010-12-13 13:32:00,360,1,250.04,1,2,2,122,At Risk
17306,2011-11-29 12:14:00,10,19,8631.31,5,5,5,555,Champion
17309,2011-09-05 15:20:00,94,1,82.75,2,2,1,221,At Risk
17311,2011-09-22 14:11:00,77,2,1384.85,2,3,4,234,At Risk
17312,2011-07-24 11:52:00,138,3,644.3,2,4,3,243,At Risk
17313,2011-11-08 15:45:00,30,1,2328.84,4,2,5,425,Potential Loyal
17314,2011-11-15 09:41:00,24,8,2527.92,4,5,5,455,Loyal
17315,2011-12-08 12:15:00,1,38,6281.2300000000005,5,5,5,555,Champion
17317,2011-10-24 17:19:00,45,3,2600.34,3,4,5,345,Loyal
17320,2011-08-31 13:31:00,99,3,1200.6200000000001,2,4,4,244,At Risk
17321,2011-12-01 13:41:00,7,2,657.16,5,3,3,533,Potential Loyal
17323,2011-11-24 17:29:00,14,7,906.52,4,5,3,453,Loyal
17324,2011-11-22 10:34:00,17,4,986.48,4,4,4,444,Loyal
17325,2011-03-04 13:09:00,279,1,96.8,1,2,1,121,At Risk
17329,2011-11-25 14:24:00,13,2,523.11,4,3,3,433,Potential Loyal
17330,2011-11-17 08:56:00,22,2,363.9,4,3,2,432,Potential Loyal
17331,2011-08-08 11:55:00,123,1,175.2,2,2,1,221,At Risk
17333,2011-09-15 10:11:00,85,1,494.25,2,2,3,223,At Risk
17334,2011-02-10 14:59:00,301,2,307.02000000000004,1,3,2,132,At Risk
17337,2011-07-11 14:55:00,150,4,1981.06,2,4,4,244,At Risk
17338,2011-11-22 14:23:00,16,8,6493.54,4,5,5,455,Loyal
17339,2011-09-06 13:29:00,93,2,243.36,2,3,1,231,At Risk
17340,2011-11-10 10:45:00,29,11,12353.29,4,5,5,455,Loyal
17341,2011-07-06 12:33:00,156,3,682.29,2,4,3,243,At Risk
17343,2010-12-19 15:07:00,354,1,193.64,1,2,1,121,At Risk
17344,2011-10-24 12:56:00,45,1,157.62,3,2,1,321,Potential Loyal
17345,2011-11-24 15:03:00,14,4,519.6899999999999,4,4,3,443,Loyal
17346,2011-12-06 12:18:00,3,15,2622.88,5,5,5,555,Champion
17347,2011-09-14 13:12:00,85,1,228.96,2,2,1,221,At Risk
17348,2011-11-25 11:25:00,14,5,1156.6,4,4,4,444,Loyal
17349,2011-06-13 14:29:00,178,1,98.25,2,2,1,221,At Risk
17350,2011-12-01 15:47:00,7,4,1281.32,5,4,4,544,Loyal
17351,2011-11-03 18:45:00,35,3,587.15,3,4,3,343,Loyal
17353,2011-08-02 17:19:00,128,2,1740.0,2,3,4,234,At Risk
17354,2011-10-20 10:34:00,50,1,1393.06,3,2,4,324,Potential Loyal
17356,2011-02-01 11:07:00,311,1,178.22,1,2,1,121,At Risk
17357,2011-11-15 16:30:00,23,2,384.39,4,3,2,432,Potential Loyal
17358,2011-02-09 16:57:00,302,2,360.81,1,3,2,132,At Risk
17359,2011-11-28 14:37:00,10,1,127.86,5,2,1,521,Potential Loyal
17360,2011-11-22 13:11:00,16,3,568.24,4,4,3,443,Loyal
17361,2011-10-21 15:43:00,48,3,488.2,3,4,3,343,Loyal
17362,2011-04-14 14:43:00,238,2,312.23,1,3,2,132,At Risk
17364,2011-12-09 09:00:00,0,11,4462.68,5,5,5,555,Champion
17365,2011-11-27 12:13:00,12,8,4767.36,5,5,5,555,Champion
17367,2011-04-15 14:21:00,237,1,167.55,1,2,1,121,At Risk
17368,2011-11-16 15:26:00,22,8,1878.87,4,5,4,454,Loyal
17370,2011-09-28 10:14:00,72,4,446.18,2,4,2,242,At Risk
17371,2011-11-22 13:30:00,16,3,418.4,4,4,2,442,Loyal
17372,2011-10-30 11:37:00,40,8,1337.18,3,5,4,354,Loyal
17373,2011-10-30 15:28:00,39,4,646.92,3,4,3,343,Loyal
17374,2011-05-05 09:05:00,218,2,495.77,1,3,3,133,At Risk
17375,2011-05-24 15:45:00,198,3,400.1,1,4,2,142,At Risk
17376,2011-09-30 12:36:00,70,2,203.2,3,3,1,331,Loyal
17377,2011-11-16 11:17:00,23,20,4058.32,4,5,5,455,Loyal
17379,2011-11-28 13:56:00,10,1,389.71999999999997,5,2,2,522,Potential Loyal
17381,2011-12-01 11:59:00,8,29,20275.61,5,5,5,555,Champion
17382,2011-10-05 13:05:00,64,1,65.4,3,2,1,321,Potential Loyal
17383,2011-12-05 17:36:00,3,1,193.39000000000001,5,2,1,521,Potential Loyal
17384,2011-11-20 15:48:00,18,2,336.4,4,3,2,432,Potential Loyal
17385,2011-11-25 11:02:00,14,1,256.11,4,2,2,422,Potential Loyal
17386,2011-12-02 11:28:00,7,6,2686.42,5,5,5,555,Champion
17387,2011-11-20 11:00:00,19,2,746.81,4,3,3,433,Potential Loyal
17388,2011-09-23 10:31:00,77,4,1259.56,2,4,4,244,At Risk
17389,2011-12-09 09:38:00,0,34,31833.68,5,5,5,555,Champion
17391,2011-06-29 09:58:00,163,2,508.8,2,3,3,233,At Risk
17392,2011-02-06 12:48:00,306,2,417.27,1,3,2,132,At Risk
17394,2011-05-04 13:22:00,218,1,203.86999999999998,1,2,1,121,At Risk
17396,2011-10-31 14:12:00,38,8,7330.8,3,5,5,355,Loyal
17397,2011-11-17 14:08:00,21,2,681.41,4,3,3,433,Potential Loyal
17398,2011-08-17 09:48:00,114,3,653.38,2,4,3,243,At Risk
17400,2011-08-05 15:38:00,125,5,2097.84,2,4,5,245,At Risk
17402,2011-12-05 10:15:00,4,13,2633.85,5,5,5,555,Champion
17403,2011-11-03 15:18:00,35,1,263.92,3,2,2,322,Potential Loyal
17404,2011-12-05 16:26:00,3,15,31906.82,5,5,5,555,Champion
17405,2011-12-08 17:12:00,0,3,1031.41,5,4,4,544,Loyal
17406,2011-01-10 15:07:00,332,3,2184.42,1,4,5,145,At Risk
17408,2011-06-29 12:53:00,162,1,32.65,2,2,1,221,At Risk
17409,2011-06-08 10:36:00,184,2,771.85,1,3,3,133,At Risk
17410,2011-11-23 15:46:00,15,5,1214.72,4,4,4,444,Loyal
17411,2011-11-27 14:25:00,11,3,778.94,5,4,3,543,Loyal
17412,2011-12-07 11:36:00,2,7,1258.06,5,5,4,554,Champion
17414,2011-10-27 12:13:00,43,2,778.0,3,3,3,333,Loyal
17415,2011-09-21 12:50:00,79,1,507.84,2,2,3,223,At Risk
17416,2011-11-10 12:47:00,29,7,6893.42,4,5,5,455,Loyal
17418,2011-10-28 13:00:00,41,2,463.46000000000004,3,3,2,332,Loyal
17419,2011-11-28 13:47:00,10,12,4226.57,5,5,5,555,Champion
17420,2011-10-20 14:52:00,49,3,598.83,3,4,3,343,Loyal
17422,2011-11-23 13:27:00,15,6,1979.37,4,5,4,454,Loyal
17423,2011-10-24 13:36:00,45,2,698.41,3,3,3,333,Loyal
17425,2011-11-20 15:30:00,18,2,759.1700000000001,4,3,3,433,Potential Loyal
17426,2011-12-01 18:07:00,7,6,5037.26,5,5,5,555,Champion
17427,2011-09-29 11:29:00,71,1,100.8,3,2,1,321,Potential Loyal
17428,2011-12-09 09:45:00,0,28,17256.85,5,5,5,555,Champion
17429,2011-08-03 13:22:00,127,3,524.9200000000001,2,4,3,243,At Risk
17430,2011-11-07 09:24:00,32,2,265.76,4,3,2,432,Potential Loyal
17431,2011-01-30 14:36:00,312,1,403.3,1,2,2,122,At Risk
17432,2011-11-21 17:33:00,17,2,365.76,4,3,2,432,Potential Loyal
17433,2011-09-12 14:24:00,87,1,303.16,2,2,2,222,At Risk
17434,2011-12-07 13:16:00,1,7,2373.82,5,5,5,555,Champion
17436,2011-12-08 12:30:00,1,2,216.3,5,3,1,531,Potential Loyal
17438,2011-03-31 10:26:00,253,1,388.45000000000005,1,2,2,122,At Risk
17440,2011-07-06 11:54:00,156,3,186.42000000000002,2,4,1,241,At Risk
17442,2011-11-03 09:17:00,36,6,2248.56,3,5,5,355,Loyal
17443,2011-05-04 10:47:00,219,1,534.24,1,2,3,123,At Risk
17444,2011-07-15 12:05:00,147,3,2940.04,2,4,5,245,At Risk
17446,2011-06-16 10:42:00,176,2,120.89999999999999,2,3,1,231,At Risk
17447,2011-10-30 14:18:00,39,2,541.53,3,3,3,333,Loyal
17449,2011-12-07 16:56:00,1,7,2519.21,5,5,5,555,Champion
17450,2011-12-01 13:29:00,7,46,194390.79,5,5,5,555,Champion
17451,2011-12-08 15:02:00,0,7,1721.4,5,5,4,554,Champion
17453,2011-11-22 09:42:00,17,2,486.72,4,3,2,432,Potential Loyal
17454,2011-05-31 13:58:00,191,4,517.53,1,4,3,143,At Risk
17455,2011-05-20 12:31:00,203,1,131.7,1,2,1,121,At Risk
17456,2010-12-09 15:23:00,364,1,249.86,1,2,2,122,At Risk
17457,2011-08-05 12:48:00,126,5,1737.7,2,4,4,244,At Risk
17458,2011-11-24 13:01:00,14,1,316.5,4,2,2,422,Potential Loyal
17459,2011-10-27 13:25:00,42,2,657.3,3,3,3,333,Loyal
17460,2011-09-06 15:04:00,93,6,622.4300000000001,2,5,3,253,At Risk
17461,2011-11-17 10:21:00,22,3,735.82,4,4,3,443,Loyal
17462,2011-10-10 13:56:00,59,2,675.69,3,3,3,333,Loyal
17463,2011-11-23 13:40:00,15,5,1875.8600000000001,4,4,4,444,Loyal
17464,2011-07-04 13:19:00,157,1,289.96000000000004,2,2,2,222,At Risk
17466,2011-11-29 13:15:00,9,2,763.28,5,3,3,533,Potential Loyal
17468,2011-11-29 15:33:00,9,2,137.0,5,3,1,531,Potential Loyal
17469,2011-11-23 13:15:00,15,5,1870.97,4,4,4,444,Loyal
17470,2011-10-26 12:42:00,44,5,1125.07,3,4,4,344,Loyal
17472,2011-06-01 14:57:00,190,3,697.54,1,4,3,143,At Risk
17475,2011-09-21 14:55:00,78,1,194.37,2,2,1,221,At Risk
17480,2011-09-23 11:39:00,77,1,511.82,2,2,3,223,At Risk
17481,2011-12-06 12:28:00,3,4,1255.59,5,4,4,544,Loyal
17483,2011-10-05 13:10:00,64,3,414.04,3,4,2,342,Loyal
17486,2011-03-23 14:00:00,260,1,396.87,1,2,2,122,At Risk
17489,2011-10-12 08:56:00,58,2,376.64,3,3,2,332,Loyal
17490,2011-12-09 09:08:00,0,7,2092.32,5,5,5,555,Champion
17491,2011-12-08 16:18:00,0,10,3558.87,5,5,5,555,Champion
17492,2011-04-05 15:21:00,247,1,374.57,1,2,2,122,At Risk
17495,2011-12-02 12:08:00,7,2,497.56,5,3,3,533,Potential Loyal
17496,2010-12-16 08:39:00,358,1,271.05,1,2,2,122,At Risk
17498,2011-09-25 12:25:00,75,1,272.21999999999997,2,2,2,222,At Risk
17499,2011-02-23 09:14:00,289,1,622.88,1,2,3,123,At Risk
17500,2011-11-22 14:25:00,16,3,1138.0,4,4,4,444,Loyal
17501,2011-05-03 09:47:00,220,2,288.6,1,3,2,132,At Risk
17502,2011-11-30 13:13:00,8,4,689.1,5,4,3,543,Loyal
17503,2011-12-07 09:18:00,2,2,558.96,5,3,3,533,Potential Loyal
17504,2011-05-17 12:59:00,205,9,2997.03,1,5,5,155,At Risk
17505,2011-07-01 12:50:00,161,2,1145.8400000000001,2,3,4,234,At Risk
17506,2011-09-25 11:39:00,75,1,302.2,2,2,2,222,At Risk
17507,2011-03-23 11:48:00,261,2,605.58,1,3,3,133,At Risk
17508,2011-03-04 08:10:00,280,1,387.31,1,2,2,122,At Risk
17509,2011-10-13 10:26:00,57,8,6083.64,3,5,5,355,Loyal
17510,2011-11-15 10:00:00,24,1,308.48,4,2,2,422,Potential Loyal
17511,2011-12-07 10:12:00,2,31,91062.38,5,5,5,555,Champion
17512,2011-11-11 12:11:00,28,10,2924.9900000000002,4,5,5,455,Loyal
17513,2011-09-28 16:42:00,71,1,513.2,3,2,3,323,Potential Loyal
17514,2011-08-03 15:45:00,127,1,208.65,2,2,1,221,At Risk
17515,2011-11-08 14:04:00,30,4,639.02,4,4,3,443,Loyal
17516,2011-11-24 16:51:00,14,5,764.88,4,4,3,443,Loyal
17517,2011-02-04 11:48:00,308,1,153.94,1,2,1,121,At Risk
17519,2011-11-22 16:43:00,16,6,1844.02,4,5,4,454,Loyal
17520,2011-10-17 12:04:00,53,1,546.81,3,2,3,323,Potential Loyal
17521,2011-11-10 11:22:00,29,3,723.21,4,4,3,443,Loyal
17522,2011-12-08 12:31:00,1,5,1070.71,5,4,4,544,Loyal
17523,2011-11-28 13:20:00,10,4,652.74,5,4,3,543,Loyal
17524,2010-12-13 14:32:00,360,1,145.0,1,2,1,121,At Risk
17525,2010-12-15 12:05:00,359,1,422.7,1,2,2,122,At Risk
17526,2011-12-05 11:05:00,4,4,1195.8999999999999,5,4,4,544,Loyal
17527,2011-10-17 12:32:00,53,4,939.37,3,4,4,344,Loyal
17528,2011-12-08 13:27:00,0,8,3628.5,5,5,5,555,Champion
17530,2011-12-08 18:42:00,0,10,2367.12,5,5,5,555,Champion
17531,2011-06-02 19:17:00,189,1,296.7,1,2,2,122,At Risk
17534,2011-10-17 12:47:00,53,1,223.36,3,2,1,321,Potential Loyal
17535,2011-03-04 15:20:00,279,1,164.4,1,2,1,121,At Risk
17536,2011-06-15 13:23:00,176,1,76.5,2,2,1,221,At Risk
17537,2011-11-10 10:56:00,29,2,887.6700000000001,4,3,3,433,Potential Loyal
17538,2011-11-14 12:12:00,25,1,98.42,4,2,1,421,Potential Loyal
17540,2011-11-15 11:56:00,24,2,578.9,4,3,3,433,Potential Loyal
17542,2011-03-15 11:45:00,269,1,170.75,1,2,1,121,At Risk
17545,2011-10-27 14:04:00,42,3,642.32,3,4,3,343,Loyal
17548,2011-04-20 12:01:00,233,1,103.3,1,2,1,121,At Risk
17549,2011-11-16 09:59:00,23,2,148.86,4,3,1,431,Potential Loyal
17550,2011-05-26 14:09:00,196,3,267.16,1,4,2,142,At Risk
17551,2010-12-15 14:12:00,358,1,290.34,1,2,2,122,At Risk
17552,2011-10-10 17:00:00,59,4,930.41,3,4,3,343,Loyal
17553,2011-08-02 10:00:00,129,1,1487.6,2,2,4,224,At Risk
17554,2011-12-08 14:15:00,0,5,1952.45,5,4,4,544,Loyal
17555,2011-11-20 12:22:00,19,2,480.31,4,3,2,432,Potential Loyal
17556,2011-05-18 10:48:00,205,1,157.9,1,2,1,121,At Risk
17557,2011-11-25 12:57:00,13,3,541.46,4,4,3,443,Loyal
17560,2011-09-06 09:18:00,94,4,854.95,2,4,3,243,At Risk
17561,2011-11-20 12:53:00,18,1,165.12,4,2,1,421,Potential Loyal
17562,2011-11-25 14:21:00,13,7,1122.38,4,5,4,454,Loyal
17564,2011-11-15 13:27:00,23,3,454.01,4,4,2,442,Loyal
17566,2011-12-01 19:54:00,7,2,869.77,5,3,3,533,Potential Loyal
17567,2011-12-02 15:48:00,6,8,4331.48,5,5,5,555,Champion
17569,2011-01-11 14:15:00,331,1,344.14,1,2,2,122,At Risk
17571,2011-10-20 15:57:00,49,4,1425.67,3,4,4,344,Loyal
17572,2011-09-29 17:53:00,70,4,226.75000000000003,3,4,1,341,Loyal
17573,2011-11-10 13:01:00,28,3,380.6,4,4,2,442,Loyal
17574,2011-04-11 09:47:00,242,1,185.65,1,2,1,121,At Risk
17576,2011-12-01 17:56:00,7,19,3564.83,5,5,5,555,Champion
17578,2011-05-05 18:38:00,217,1,143.45999999999998,1,2,1,121,At Risk
17579,2011-12-05 12:28:00,4,3,448.90000000000003,5,4,2,542,Loyal
17580,2011-04-01 12:41:00,252,3,215.72,1,4,1,141,At Risk
17581,2011-12-09 12:21:00,0,25,11025.24,5,5,5,555,Champion
17582,2011-04-17 13:18:00,235,1,175.27,1,2,1,121,At Risk
17584,2011-12-02 17:12:00,6,2,1242.3,5,3,4,534,Potential Loyal
17585,2011-08-22 13:30:00,108,4,1116.68,2,4,4,244,At Risk
17588,2011-08-31 13:37:00,99,3,1240.2,2,4,4,244,At Risk
17589,2011-10-10 16:58:00,59,4,2404.17,3,4,5,345,Loyal
17590,2011-12-07 12:55:00,1,3,1468.02,5,4,4,544,Loyal
17591,2011-09-27 13:42:00,72,7,2203.67,2,5,5,255,At Risk
17593,2011-12-06 10:30:00,3,5,3923.86,5,4,5,545,Loyal
17594,2011-09-15 16:34:00,84,2,993.1800000000001,2,3,4,234,At Risk
17595,2011-11-27 16:08:00,11,2,386.69,5,3,2,532,Potential Loyal
17596,2011-11-16 14:11:00,22,7,2806.69,4,5,5,455,Loyal
17597,2011-05-10 11:54:00,213,1,2044.3700000000001,1,2,4,124,At Risk
17600,2011-11-22 09:43:00,17,1,161.67000000000002,4,2,1,421,Potential Loyal
17601,2011-04-14 18:02:00,238,1,116.00999999999999,1,2,1,121,At Risk
17602,2011-12-07 13:53:00,1,6,5054.42,5,5,5,555,Champion
